"","test_stat","tt_pval","x.obs","y.obs","arith_fold_exp.xy","geom_fold_exp.xy"
"mmu.miR.532.3p.002355",2.43498853215789,0.0625618071093301,5,5,2.93022001177217,2.63526491505354
"mmu.miR.532.5p.001518",-0.532732007938287,0.613990003112073,5,5,0.685193106141948,0.689807628431556
"mmu.miR.574.3p.002349",-0.195958558020421,0.849592042900875,5,5,0.922998023040818,1.0798582885058
"mmu.miR.652.002352",-0.771120301157135,0.481612541147283,5,5,0.629004047567219,1.19259535578151
"mmu.miR.671.3p.002322",-0.595970390755997,0.607124359186347,3,3,0.675773396798116,0.869056340628873
"mmu.miR.744.002324",-1.13369001752951,0.316915409549365,5,5,0.584788339071399,1.10669248913695
"mmu.miR.7b.002555",-1.72488473858006,0.163494906299565,5,4,0.290644257107813,0.205861315027337
"mmu.miR.872.002264",-1.19477460610028,0.290193014462353,5,5,0.383479833358099,0.534926914915257
"mmu.miR.92a.000430",0.512159341626831,0.627014353086619,5,5,1.10989499776337,1.07430705588348
"mmu.miR.93.001090",0.543088628463155,0.60377759328857,5,5,1.14859584477452,1.2976844368892
"mmu.miR.99a.000435",-0.475115520797557,0.653259280010054,4,4,0.733699308792082,0.725029703058181
"mmu.miR.99b.000436",0.434234486900391,0.675630272540137,5,5,1.18026893720774,1.63818060231942
"rno.miR.190b.002048",-0.840113019620297,0.444377302707166,5,5,0.526530115613221,0.898454905422497
"rno.miR.196c.002049",1.25070508394444,0.251487737849206,5,5,1.45904177932251,1.88562056817287
"rno.miR.224.000599",0.238341030378227,0.818471162303456,5,5,1.08713388640099,0.971606871317352
"rno.miR.345.3p.002061",1.45568788582953,0.208355618458932,5,3,1.64284993609644,1.47286311528203
"snoRNA135.001230",-2.51103480844115,0.0383860855149609,5,5,0.62615086825567,0.622648386788111
"snoRNA202.001232",-1.78782552844699,0.113000587769766,5,5,0.671703650947111,0.65530634237822
