"","test_stat","tt_pval","mw_stat","mw_pval","x.obs","y.obs","X_norm_test","y_norm_test","arith_fold_exp.xy","geom_fold_exp.xy"
"U6.snRNA.001973",0.868770056115386,0.411065737369001,17,0.420634920634921,15,15,0.976622529424269,0.048675159454423,1.23053708286806,1.26655842120788
"U87.001712",-0.706669797383878,0.499849441354365,8,0.420634920634921,15,15,0.720055554513985,0.966814681329126,0.899004642370013,0.895161661123711
"Y1.001727",1.55436985629868,0.184993139725798,17,0.420634920634921,15,15,0.0799221104147155,0.425282299139306,1.82581690520077,1.62620812953051
"mmu.let.7b.000378",1.00249954885038,0.347257952176477,16,0.547619047619048,15,15,0.664517595794753,0.827428992628939,1.23477884711943,1.22879921471255
"mmu.let.7c.000379",1.87051936457551,0.104579686845402,21,0.0952380952380952,15,15,0.125714451767566,0.138662863276484,1.34134242034438,1.33071153895109
"mmu.let.7d.002283",0.337435313216248,0.747226013120677,15,0.69047619047619,15,15,0.991348388330815,0.583387479177701,1.04297883519239,1.06174649242776
"mmu.let.7e.002406",3.22531953718897,0.0208997534758097,23,0.0317460317460317,15,15,0.599284487581159,0.723001176195025,1.59129544492826,1.67915590766793
"mmu.let.7g.002282",0.5387986725389,0.60562331970043,15,0.69047619047619,15,15,0.653008561039726,0.553594857460969,1.11170484068421,1.14071106072576
"mmu.let.7i.002221",0.693014159362472,0.510688273641726,15,0.69047619047619,15,14,0.881997300059117,0.418540973437924,1.12106249797621,1.09888854264749
"mmu.miR.100.000437",-1.94397923642208,0.123453113579806,7,0.30952380952381,14,14,0.400376541950981,0.368502062939944,0.122817846742152,0.246354274875894
"mmu.miR.101a.002253",-0.11834164411783,0.908842981125295,11,0.841269841269841,15,14,0.285843681379327,0.173610778157791,0.970542630788131,0.943053332996862
"mmu.miR.103.000439",0.262511144059469,0.800160047580126,13,1,15,13,0.00522224938158805,0.643141063124095,1.10308586564558,1.0833556893806
"mmu.miR.106a.002459",-2.4981566632546,0.0655644270700982,2,0.0317460317460317,15,15,0.692027682764062,0.208273789271206,0.170011349640465,0.220287456062
"mmu.miR.106b.000442",0.383116280518437,0.718336410717287,11,0.841269841269841,15,15,0.218057868187626,0.740346134028394,1.09647264466597,1.00152691227774
"mmu.miR.10a.000387",-0.411616537354176,0.691701850263848,11,0.841269841269841,15,15,0.545429361454246,0.325563314798728,0.932121022872856,0.915341087033366
"mmu.miR.10b.002218",-1.27358987045439,0.264052049024189,8,0.73015873015873,10,14,0.850444534270365,0.342254807131807,0.379263515308479,0.628399618737938
"mmu.miR.124.001182",-1.07309618296206,0.356778246790429,9,0.904761904761905,10,10,0.117474317680713,0.191324021222773,0.484940785700612,0.744050019759441
"mmu.miR.125a.5p.002198",0.358831468321193,0.731077383525528,14,0.841269841269841,15,15,0.937731916870205,0.16289852300709,1.12506972353111,0.982755937281692
"mmu.miR.125b.5p.000449",0.735328166851672,0.49040586081245,15,0.69047619047619,14,14,0.967175137829921,0.023625758372224,1.25206074102252,1.093746143032
"mmu.miR.126.3p.002228",-0.330579379204501,0.750799365294017,9,0.547619047619048,12,9,0.165462961064039,0.859089215472966,0.876037112106594,0.750301062958445
"mmu.miR.128a.002216",-1.6568755203149,0.195583716571044,5,0.285714285714286,9,8,0.997521334425414,0.521442779340903,0.187253848640606,0.361319108296568
"mmu.miR.130a.000454",-2.49491222206433,0.061536708954909,3,0.0555555555555556,14,13,0.193438211147297,0.652757720069174,0.397738301114232,0.438084869413004
"mmu.miR.130b.000456",0.236841583410368,0.81875563020904,15,0.69047619047619,15,15,0.277214981241248,0.0652910259995543,1.06072919266862,1.0567039057341
"mmu.miR.139.5p.002289",-0.157975161765791,0.87843637975348,12,1,15,15,0.713562133264,0.213545470184377,0.979771589375394,0.972538709914382
"mmu.miR.140.001187",0.559989759628679,0.590863765730739,17,0.420634920634921,15,14,0.122013504232104,0.0416844268025455,1.08887498657046,1.08959926360827
"mmu.miR.141.000463",-0.20283258768126,0.848111335137641,15,0.69047619047619,15,15,0.472941777152845,0.0996637030304744,0.965545568771234,0.906415197159802
"mmu.miR.142.3p.000464",1.28868872090575,0.254926181023391,15,0.285714285714286,10,11,0.953425807784938,0.805897998999483,1.61136568911718,1.63967198486471
"mmu.miR.145.002278",0.28952288469022,0.780085343862049,15,0.69047619047619,13,12,0.767617798606446,0.0406314235139694,1.14339861698687,1.19359410734776
"mmu.miR.146a.000468",1.88180256794147,0.128327243131791,25,0.00793650793650794,15,15,0.00606961304094689,0.285228403812014,1.63479145537304,1.54533621463983
"mmu.miR.146b.001097",-0.125195558396727,0.904021693554375,12,1,15,15,0.696366747692503,0.199678045151901,0.975582707690911,1.0171904476931
"mmu.miR.148a.000470",0.639333825378695,0.546012741348571,14,0.841269841269841,15,15,0.277782687706329,0.000545734155295635,1.23930674978049,1.10014874592277
