"","test_stat","tt_pval","wc_stat","wc_pval","x.obs","dif_X_Y","y.obs","norm.test.pval","arith_fold_exp.xy","geom_fold_exp.xy"
"75",1.06920286427455,0.307879651091232,47,0.5693359375,16,20,16,0.455332683547555,1.32046007011783,1.21861518429831
"76",1.83713222910033,0.0827585462193701,139,0.0798759460449219,20,19,20,0.951465478891243,1.21947885374523,1.22717178255122
"77",-0.810541841882578,0.428215891936814,75,0.441333770751953,20,19,20,0.13008262767465,0.923046746230447,0.915080559372682
"78",-0.907819141098178,0.375968002045991,68,0.293498992919922,20,19,20,0.6447435858046,0.906384147885086,0.891184544375693
"79",2.48709482765137,0.0235615482417823,134,0.0342330932617188,20,18,20,0.591667215549715,1.20878551608392,1.22846377796415
"80",-0.64649822209167,0.52658945704187,68,0.468292236328125,20,18,20,0.347157248281195,0.941415251423196,0.925343988387581
"81",-0.199662355693626,0.84386600847861,92,0.647655487060547,20,20,20,0.80379513336509,0.981531964430812,0.946211405271022
"82",0.387395532633803,0.703005923263638,111,0.541217803955078,19,20,20,0.234230676044943,1.07384661325512,0.866290572569243
"83",1.0396760833897,0.312255198684539,129,0.181865692138672,20,19,20,0.242154464672705,1.15041415992458,1.20281351873737
"84",1.56630290360769,0.134688811738962,131,0.156402587890625,20,19,20,0.859761734203354,1.39289176460339,1.18810295046132
"85",-0.654833345282619,0.520855965391762,86,0.738090515136719,20,19,20,0.873209218157152,0.902231886901343,1.05152299054736
"86",-0.976565747318484,0.357386334103791,17,0.5703125,15,20,12,0.243064585529856,0.581988669285955,0.52997910026653
"87",2.29671305390538,0.0613764203330787,25,0.078125,14,20,9,0.500301842507934,5.19585980840358,6.23145064916997
"88",1.47560368066324,0.158331831656551,114,0.228752136230469,20,18,20,0.290346291255143,1.12102527902884,1.13003475414483
"89",2.08201567821107,0.0510994749582348,155,0.0637226104736328,20,20,20,0.425862927482002,1.3767316036862,1.45432963712809
"90",-0.39638778134207,0.697055420377262,66,0.644134521484375,17,20,20,0.728394023068137,0.913824414957265,0.87679575701272
"91",0.98663196175811,0.349603434944969,35,0.4921875,15,18,16,0.917008458752086,1.26376565490782,1.0793058281021
"92",1.54333187326817,0.141160074056234,117,0.181465148925781,20,18,20,0.765193175202401,1.15782641316592,1.17832546777963
"93",-1.09412500904102,0.315867797979325,7,0.296875,14,20,13,0.432688743111812,0.597896111324597,0.635584952147074
"94",0.264103633884485,0.794700143815186,105,0.70855712890625,20,19,20,0.713936962669076,1.04540032515463,0.914480773748055
"95",1.36239391707139,0.189006604654447,138,0.230512619018555,20,20,20,0.875397022996581,1.15313848296618,1.12933864215004
"96",-1.76511172415449,0.115543648888823,9,0.12890625,15,19,12,0.134083521421163,0.541172258339232,0.531328381484228
"97",0.394482193489287,0.700765818320129,46,0.6220703125,16,20,15,0.855954790003953,1.07598916740739,1.2010081813353
"98",0.816216879836414,0.428046185259664,77,0.359130859375,20,15,20,0.634134930355718,1.17249440825556,1.27795417644083
"99",0.608469782877566,0.552620801481866,72,0.52447509765625,18,17,20,0.768625449617574,1.14047398220712,1.38663074658947
"100",-0.314832199208698,0.757226051457756,67,0.979949951171875,19,17,20,0.294146956488739,0.935037320443276,0.986987755272316
"101",0.0146485855131623,0.98848308155579,86,1,20,18,20,0.403630151749695,1.00225792785425,1.03587080819719
"102",-0.0393705830678611,0.969082009264933,70,0.781906127929688,19,19,19,0.0772470346431372,0.989260710361836,0.863581032879375
"103",1.25827587981796,0.236876635801872,49,0.1748046875,16,19,15,0.429541154374406,1.39238844302598,1.52209311759588
"104",0.704523110018164,0.489653472102616,125,0.474905014038086,20,20,20,0.431846836975098,1.12485000217227,1.28302586642393
"105",-0.243414833292804,0.810777416589179,80,0.889968872070313,20,18,19,0.0833459969510551,0.950338872747991,0.995496671980609
"106",0.684999796911653,0.50379249671097,86,0.375457763671875,20,16,20,0.587867745039241,1.19902324192942,0.392182538353274
"107",0.0375674599943878,0.970424465321462,103,0.956329345703125,20,20,20,0.658803971383427,1.00317752289377,0.989786284349995
"108",-0.80840010212023,0.429415827860335,81,0.594886779785156,20,19,20,0.526346756386232,0.909397319973044,0.87120031127064
"109",-1.31459179701042,0.217997676361378,20,0.2783203125,14,19,17,0.735762590940439,0.729791660397427,0.640480004216458
"110",-0.976449542076787,0.342533125986032,71,0.550872802734375,18,20,20,0.228898982543919,0.79076203274136,0.858934497538277
"111",2.18316632196285,0.0425090231749997,145,0.0445594787597656,20,19,20,0.708143105851646,1.66244477405403,1.58694932829867
"112",1.51836702949768,0.145386474858323,138,0.230512619018555,20,20,20,0.650190866839615,1.20236233083418,1.23239014935425
"113",-1.20768639618072,0.242797459602068,70,0.332065582275391,19,20,20,0.979733886220909,0.814293031213193,0.704487643448086
"114",-0.42127921455174,0.680433231326418,45,0.6697998046875,18,19,17,0.629185161212356,0.905931510439096,0.951571768896672
"115",-1.0117072421746,0.324389353960617,80,0.368276596069336,20,20,20,0.24674923151686,0.878550274683797,0.878379875215011
"116",-0.442453387334465,0.663431858474071,95,1,20,19,20,0.432725656081771,0.953170282823089,1.00649995945357
