"","test_stat","tt_pval","wc_stat","wc_pval","x.obs","y.obs","norm.test.pval","arith_fold_exp.xy","geom_fold_exp.xy"
"mmu.miR.222.002276",1.10359655494774,0.283549925998479,128,0.409097671508789,20,20,0.617276077496263,1.17977038641256,1.14466656117752
"mmu.miR.224.002553",0.0504833077871647,0.960325672807834,87,0.966117858886719,19,19,0.742366118711555,0.989343348513706,0.956701276192527
"mmu.miR.23b.000400",0.773318373520321,0.449371123578141,102,0.798252105712891,19,20,0.0418673551838435,1.1370916431709,0.807358525197232
"mmu.miR.24.000402",0.428415658730459,0.673166000954636,114,0.756166458129883,20,20,0.0899022378985791,1.03346798215747,1.01973462549804
"mmu.miR.25.000403",0.110956040640929,0.912814911165266,131,0.348810195922852,20,20,0.00706217208899734,1.02703476790679,1.10463569771766
"mmu.miR.26a.000405",0.311358455932958,0.758918581870758,112,0.812355041503906,20,20,0.231825438537232,1.03321512076078,1.0179621752692
"mmu.miR.26b.000407",-0.132986667721411,0.895602295458338,104,0.985435485839844,20,20,0.637446854046874,0.98118813523719,0.951118732554014
"mmu.miR.27a.000408",0.302869261740952,0.766149201706552,69,0.979949951171875,16,19,0.327227149351239,1.0903329708731,1.15933675087251
"mmu.miR.27b.000409",0.599983757093758,0.555995756646511,104,0.738090515136719,19,20,0.0546007168586729,1.06149181658237,1.0611295263136
"mmu.miR.28.000411",0.543134729067563,0.594087777181898,95,0.701881408691406,19,19,0.477581438986543,1.13201778181499,1.1674903598813
"mmu.miR.29a.002112",-1.33201325492646,0.198614338966698,96,0.756166458129883,20,20,1.74776849791816e-08,0.0210979465864596,0.474653739913863
"mmu.miR.29b.000413",1.06920286427455,0.307879651091232,47,0.5693359375,16,16,0.455332683547555,1.52437836112089,1.38896263593392
"mmu.miR.29c.000587",1.0842056399319,0.291840369954922,140,0.202449798583984,20,20,0.559077326974619,1.13931197476489,1.15698840453998
"mmu.miR.301a.000528",0.0057403781180843,0.995479710191548,95,0.728506088256836,20,20,0.0439786304102871,1.0007038691771,0.993440044024954
"mmu.miR.301b.002600",-0.209333615710074,0.836415923215146,88,0.545875549316406,20,20,0.224713863972696,0.974085038186211,0.973454367160539
"mmu.miR.30a.000417",0.343509486563135,0.734987155433387,134,0.294252395629883,20,20,0.020001144433001,1.04286162895966,1.00230022039525
"mmu.miR.30b.000602",0.73977089616111,0.468481777477844,107,0.956329345703125,20,20,0.00753805862055389,1.10190353786678,1.0278825714157
"mmu.miR.30c.000419",-0.199662355693626,0.84386600847861,92,0.647655487060547,20,20,0.80379513336509,0.981531964430812,0.946211405271022
"mmu.miR.30d.000420",0.387395532633803,0.703005923263638,111,0.541217803955078,19,20,0.234230676044943,1.0648095234581,0.854767539587102
"mmu.miR.30e.002223",0.409662985984707,0.686634956687824,129,0.388376235961914,20,20,0.0878430548624824,1.06283308596066,1.10855581104951
"mmu.miR.31.000185",0.100018114366642,0.921377760305167,131,0.348810195922852,20,20,0.000470023931649542,1.03218841593404,1.04824587697457
"mmu.miR.320.002277",0.268177049930778,0.791452992770827,106,0.985435485839844,20,20,0.0234882634447572,1.05577355396608,1.1195339713369
"mmu.miR.322.001076",-0.976565747318484,0.357386334103791,17,0.5703125,15,12,0.243064585529856,0.49251741550796,0.483139087759264
"mmu.miR.324.5p.000539",2.29671305390538,0.0613764203330787,25,0.078125,14,9,0.500301842507934,2.21872521181546,2.86572458855705
"mmu.miR.328.000543",1.0060971841815,0.327010855429724,134,0.294252395629883,20,20,0.0319117756863988,1.13844370000671,1.136017497141
"mmu.miR.331.3p.000545",2.08201567821107,0.0510994749582348,155,0.0637226104736328,20,20,0.425862927482002,1.3767316036862,1.45432963712809
"mmu.miR.340.3p.002259",-0.39638778134207,0.697055420377262,66,0.644134521484375,17,20,0.728394023068137,0.93061856514066,0.881020637443855
"mmu.miR.340.5p.002258",0.869702623528942,0.40304188961689,47,0.5693359375,15,16,0.154056326491134,1.30824102812886,1.04773246976195
"mmu.miR.342.3p.002260",0.491390875577635,0.62877835456305,137,0.245487213134766,20,20,6.73723482228438e-06,1.18421400712734,1.21152884603282
"mmu.miR.34b.3p.002618",-1.09412500904102,0.315867797979325,7,0.296875,14,13,0.432688743111812,0.550661502661619,0.75039189050143
"mmu.miR.365.001020",0.888102195999427,0.385590961378209,125,0.474905014038086,20,20,0.133332629216162,1.20566243539642,1.03120556677184
"mmu.miR.375.000564",1.36239391707139,0.189006604654447,138,0.230512619018555,20,20,0.875397022996581,1.15313848296618,1.12933864215004
"mmu.miR.423.5p.002340",0.34759836970663,0.736132611655842,19,0.431640625,15,12,0.000196606560713758,1.26022295290739,0.711893539284662
"mmu.miR.429.001077",0.394482193489287,0.700765818320129,46,0.6220703125,16,15,0.855954790003953,1.0943997756463,1.17797011291425
"mmu.miR.484.001821",0.951711547584956,0.353194260708924,132,0.329982757568359,20,20,0.150579516157316,1.29976557927863,1.30149837075685
"mmu.miR.532.3p.002355",0.905805899553092,0.377698187901255,106,0.392738342285156,18,20,0.749004239249594,1.36671443829295,1.49804950058263
"mmu.miR.532.5p.001518",-0.713166220438018,0.484887051126245,85,0.70855712890625,19,20,0.0570415351439609,0.798892004083618,0.841057197042027
"mmu.miR.574.3p.002349",0.0652397668402925,0.948664651071609,106,0.985435485839844,20,20,0.0450793160752657,1.01588812167385,1.08376195318039
"mmu.miR.652.002352",-0.759068757333483,0.458207970720317,70,0.522613525390625,19,19,0.0303809351691084,0.743982078693634,0.7348676955418
"mmu.miR.671.3p.002322",1.68013385566251,0.121075027293252,61,0.0922851562500001,16,15,0.534763410371481,1.91888466990074,2.34053604399677
"mmu.miR.744.002324",0.704523110018164,0.489653472102616,125,0.474905014038086,20,20,0.431846836975098,1.12485000217227,1.28302586642393
"mmu.miR.7b.002555",-1.30058853815635,0.209805049554758,80,0.567760467529297,20,19,0.00676926213753269,0.794279451268684,0.8418883881686
"mmu.miR.872.002264",1.31764081275959,0.203292075057995,142,0.176853179931641,20,20,0.00588205284581076,1.80826506753272,0.557493072348287
"mmu.miR.92a.000430",0.0375674599943878,0.970424465321462,103,0.956329345703125,20,20,0.658803971383427,1.00317752289377,0.989786284349995
"mmu.miR.93.001090",-1.28258765320141,0.215063833754141,81,0.388376235961914,20,20,0.176977985485561,0.841378758929958,0.830325641246786
"mmu.miR.99a.000435",-0.0844736221868638,0.93419767270895,32,0.6220703125,14,17,0.139295632819164,1.04829024196299,0.879523926686035
"mmu.miR.99b.000436",-0.976449542076787,0.342533125986032,71,0.550872802734375,18,20,0.228898982543919,0.806748099167781,0.853785386019432
"rno.miR.190b.002048",0.899768340674875,0.379506355646709,145,0.142906188964844,20,20,0.0586870358016669,1.29274818870483,1.41841500747628
"rno.miR.196c.002049",1.51836702949768,0.145386474858323,138,0.230512619018555,20,20,0.650190866839615,1.20236233083418,1.23239014935425
"rno.miR.224.000599",-1.20768639618072,0.242797459602068,70,0.332065582275391,19,20,0.979733886220909,0.833262349597451,0.720130972245901
"rno.miR.345.3p.002061",0.547954024981345,0.592353493365842,60,1,18,17,0.0129960116076584,1.21799471605623,1.11320347175929
"snoRNA135.001230",-1.0117072421746,0.324389353960617,80,0.368276596069336,20,20,0.24674923151686,0.878550274683797,0.878379875215011
"snoRNA202.001232",-1.01320217333866,0.323693294635069,95,0.728506088256836,20,20,0.0556012134576307,0.875892797656461,0.958356682842043
