"","test_stat","tt_pval","wc_stat","wc_pval","x.obs","y.obs","norm.test.pval","arith_fold_exp.xy","geom_fold_exp.xy"
"mmu.miR.324.5p.000539",1.49541999068853,0.160632431350654,66,0.167724609375,14,19,0.842953796456208,1.76342848834145,1.7456727796148
"mmu.miR.328.000543",-0.547203878256021,0.590608854195098,89,0.570596694946289,20,20,0.997558015460619,0.940506142248372,0.90492968848265
"mmu.miR.331.3p.000545",-0.844531021377948,0.40888130692698,74,0.261098861694336,20,20,0.153775938388087,0.906093508321974,0.965108037480508
"mmu.miR.340.3p.002259",-2.04296558081674,0.0590376578440454,33,0.07391357421875,17,19,0.999504761499641,0.746301351567414,0.683046166600331
"mmu.miR.340.5p.002258",-0.559328534612546,0.585445341936427,44,0.625732421875,15,19,0.64076106466081,0.910662195514541,0.681453796787039
"mmu.miR.342.3p.002260",2.55768715458372,0.0192425517247931,198,0.000133514404296875,20,20,5.9644141111018e-07,2.63842677902475,2.29041600418343
"mmu.miR.34b.3p.002618",-1.44831608084471,0.173149409912536,26,0.19091796875,14,19,0.755271417126954,0.748294229263483,1.03652282256855
"mmu.miR.365.001020",-1.44392207633559,0.16504877323724,70,0.202449798583984,20,20,0.491705289705663,0.794094246111626,0.764503921654519
"mmu.miR.375.000564",-1.78713676403088,0.0898801237560555,57,0.0758514404296875,20,20,0.309223145732666,0.836983825169165,0.801981469169374
"mmu.miR.423.5p.002340",-2.42392904011337,0.03377101794457,10,0.02099609375,15,15,0.207126552683117,0.533443368745507,0.369295164269062
"mmu.miR.429.001077",-0.351032942454406,0.730790027396921,61,0.97796630859375,16,19,0.289575904855527,0.885561338978736,0.91948335078545
"mmu.miR.484.001821",-0.122173103965695,0.904044893198572,85,0.474905014038086,20,20,0.0510930710760144,0.976290899637472,0.844533002604473
"mmu.miR.532.3p.002355",0.653620105647981,0.522100140751793,90,0.865043640136719,18,20,0.1241384828398,1.12660912447232,1.06965718279122
"mmu.miR.532.5p.001518",-2.15519354976002,0.0457737330260691,26,0.0076904296875,19,19,0.0860669237761005,0.498271674266184,0.531374921803295
"mmu.miR.574.3p.002349",-0.346153190927068,0.733031257935086,82,0.409097671508789,20,20,0.0325878920509324,0.93659601750524,0.841035589772341
"mmu.miR.652.002352",-3.82742768167747,0.00123363500302116,19,0.00117111206054688,19,20,0.866477807515859,0.320797117115265,0.306187592233667
"mmu.miR.671.3p.002322",3.35594998475949,0.0057168625176974,83,0.006103515625,16,17,0.917088766564748,2.28660772679528,2.49796011846682
"mmu.miR.744.002324",-0.81548278157027,0.424901343032991,80,0.368276596069336,20,20,0.953794586759976,0.899311070912365,0.837191376903365
"mmu.miR.7b.002555",-2.07357433863137,0.0519573205296375,50,0.0399894714355469,20,20,0.948759391143767,0.602010896382581,0.516491388984762
"mmu.miR.872.002264",0.270156288627253,0.789952626142237,119,0.621513366699219,20,20,0.0802218435725209,1.13932695280779,1.35444783747296
"mmu.miR.92a.000430",2.39413129119597,0.0271341178734629,168,0.017181396484375,20,20,0.00359647029586045,1.28650222408994,1.23523321920832
"mmu.miR.93.001090",0.806955912485074,0.429678211260544,126,0.452375411987305,20,20,0.903082536117047,1.09524487373932,0.987237367086107
"mmu.miR.99a.000435",-0.33242451372113,0.745303706251193,38,0.635498046875,14,18,0.275209202713596,0.944128441298297,0.830153643267892
"mmu.miR.99b.000436",-1.8064404908179,0.0885840999221678,45,0.0814285278320313,18,20,0.754494795853844,0.759995510215362,0.668904064582254
"rno.miR.190b.002048",2.3902184756597,0.0273555958856879,164,0.026641845703125,20,20,0.0521263579109583,1.94739524183271,1.99060108066266
"rno.miR.196c.002049",-1.1627250599696,0.259337504454798,74,0.261098861694336,20,20,0.874423056969147,0.860048961105464,0.844139334731036
"rno.miR.224.000599",-3.57868234837594,0.00214660087084696,22,0.00202178955078125,19,20,0.496036281056791,0.62355960816264,0.527524342178535
"rno.miR.345.3p.002061",2.38721238591215,0.0296641583123706,120,0.0395355224609375,18,19,0.76795443987546,2.14354253960527,2.23946843796545
"snoRNA135.001230",-3.59338477225655,0.00193738570403597,29,0.00315284729003906,20,20,0.757377851257429,0.707431771580842,0.688884993802298
"snoRNA202.001232",-1.27518090848639,0.217617904698298,73,0.245487213134766,20,20,0.790654536145552,0.864113139264025,0.859185771376692
