"","test_stat","tt_pval","wc_stat","wc_pval","x.obs","dif_X_Y","y.obs","norm.test.pval","arith_fold_exp.xy","geom_fold_exp.xy","id"
"1",3.2720411096554,0.0042346167398426,164,0.00391769409179688,20,19,20,0.224636492031248,1.77167289446216,1.75946663235115,c(1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)
"2",-1.34912904992071,0.194023278994274,64,0.225322723388672,20,19,20,0.962887649550474,0.841364939087658,0.830339658052759,c(1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)
"3",-0.713137438296863,0.484428360910854,78,0.329982757568359,20,20,20,0.197262653640392,0.864995325939405,0.625037671994844,1:20
"4",-1.76386478736013,0.0947200592515282,60,0.168792724609375,20,19,20,0.503336134971714,0.838354214916721,0.736199145517047,1:19
"5",-0.961855650841617,0.348204496258382,72,0.230512619018555,20,20,20,0.182312794510217,0.914099363329433,0.900717408879806,1:20
"6",-0.209624394269798,0.836192168608472,97,0.784126281738281,20,20,20,0.996879303056156,0.973124878505194,0.921087871672067,1:20
"7",-1.24783977794908,0.227250192635452,71,0.216167449951172,20,20,20,0.320349159144693,0.763135515248543,0.653048457236851,1:20
"8",-3.00237345611604,0.00801403859106061,31,0.01593017578125,20,18,20,0.755885357850457,0.721043742883273,0.681433398892693,c(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19)
"9",-0.657707296926455,0.519049481264232,79,0.541217803955078,20,19,20,0.816085277421307,0.910182355671286,0.812302612244713,c(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20)
"10",-1.23992096240583,0.243311483905279,17,0.1748046875,16,16,19,0.0938804648406727,0.633989005578989,0.50901047486658,c(1, 2, 4, 5, 6, 7, 8, 9, NA, 12, 13, NA, NA, 18, NA, NA)
"11",0.777565934257709,0.446925013958473,113,0.489967346191406,19,20,20,0.533767045824023,1.11830450413189,1.0911580258987,c(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, NA, 20)
"12",-1.06728862304125,0.300764400913101,65,0.392738342285156,18,20,20,0.929193757675453,0.818540894415344,0.63241008478556,c(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, NA, 15, 16, 17, 18, NA, 20)
"13",3.09289783877953,0.00742414745320215,119,0.00628662109375,20,16,20,0.632147882248246,1.58181255426259,1.53409482860745,c(1, 2, 4, 5, 6, 7, 8, 9, 10, 12, 13, 16, 17, 18, 19, 20)
"14",-0.70680147275549,0.488268326147727,83,0.43043327331543,20,20,20,0.972062494336931,0.915875797070871,0.867180818798568,1:20
"15",2.72145235259891,0.0139984799894597,152,0.0204124450683594,20,19,20,0.317324337495705,1.18899108047836,1.2016001717193,c(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20)
"16",-2.77073652376466,0.0197623067984932,7,0.0185546875,16,17,17,0.740596605522197,0.639599970938829,0.556848290073496,c(NA, 2, 4, 5, 6, 7, 8, 10, NA, NA, 14, 15, 16, 17, NA, NA, NA)
"17",0.546076872140003,0.599906121829737,26,0.734375,11,19,16,0.823095272604116,1.21397407238793,1.34482490180466,c(NA, 2, 3, NA, 5, NA, 7, 8, 9, NA, NA, NA, NA, 15, 16, NA, NA, NA, 20)
