"","test_stat","tt_pval","x.obs","y.obs","arith_fold_exp.xy","geom_fold_exp.xy"
"U6.snRNA.001973",0.635690997017105,0.543180152127731,5,5,1.19735277408452,1.19941340080003
"U87.001712",-1.83897804800403,0.10562365419245,5,5,0.712304031656135,0.708251298648368
"Y1.001727",0.312010808409068,0.765916294636735,5,5,1.22293796052352,0.797753891788321
"mmu.let.7b.000378",0.16697365141228,0.872533768669507,5,5,1.04866701622377,0.954075569225164
"mmu.let.7c.000379",0.164606580747861,0.873570877175697,5,5,1.03643613242746,1.06154891240268
"mmu.let.7d.002283",-0.708833969139188,0.509859351132747,5,5,0.843143354964215,0.901678012487675
"mmu.let.7e.002406",-0.971095040899144,0.374545122192731,5,5,0.68692422650046,0.777552636454454
"mmu.let.7g.002282",-0.818293140875514,0.449306178558323,5,5,0.773924620034226,0.848162878447895
"mmu.let.7i.002221",-1.57173029755015,0.157379213626983,5,5,0.582990931135002,0.554010892540607
"mmu.miR.100.000437",-2.13523133812742,0.0940711396375256,4,5,0.191447455511839,0.243984825753894
"mmu.miR.101a.002253",-0.251754590975489,0.80757762915068,5,5,0.934435841215948,0.87624052596203
"mmu.miR.103.000439",2.14125479156377,0.0732533111598152,5,4,2.65161277883441,3.34464079944166
"mmu.miR.106a.002459",-2.44239047562396,0.0695180198644309,5,5,0.153758634168715,0.201166620833475
"mmu.miR.106b.000442",-0.915752847807126,0.388426561428603,5,5,0.785724245211498,0.74228681448628
"mmu.miR.10a.000387",-1.3217796535331,0.22985437476373,5,5,0.751688772192277,0.765822656237325
"mmu.miR.10b.002218",-1.69033420406455,0.163812162864486,4,5,0.156827832855429,0.24983958254293
"mmu.miR.124.001182",-0.423158870078446,0.695861883420695,3,3,0.769196879487383,0.857554520519686
"mmu.miR.125a.5p.002198",0.843842174495624,0.43362083743054,5,5,2.11045151583754,1.33328336369841
"mmu.miR.125b.5p.000449",0.724758842422161,0.502376744619259,4,5,1.49650578656867,1.27670589508349
"mmu.miR.126.3p.002228",1.28665077423211,0.323700572818587,3,3,3.5722074271378,2.31916999063607
"mmu.miR.128a.002216",-2.37585300447862,0.108557221233013,3,3,0.296238223044011,0.250173240638104
"mmu.miR.130a.000454",-2.07463723774147,0.118883375873843,5,4,0.244093360848076,0.253567726611317
"mmu.miR.130b.000456",-0.436228054388734,0.674475744575445,5,5,0.867873495407092,0.80500365907725
"mmu.miR.139.5p.002289",-0.316372423721597,0.759954832605423,5,5,0.945883582010496,0.949401771571949
"mmu.miR.140.001187",0.337843137965679,0.749694965305616,5,5,1.13664233094939,0.997413370832401
"mmu.miR.141.000463",-0.482143709052551,0.643721468818341,5,5,0.910115147202415,0.929401866308852
"mmu.miR.142.3p.000464",0.324566891492938,0.76093060751975,3,4,1.16897111610462,1.23094008631796
"mmu.miR.145.002278",0.626970827582063,0.569350599738653,4,5,1.5693275891396,0.924195360909426
"mmu.miR.146a.000468",2.22948939107198,0.0826401658326901,5,5,2.05720643221618,1.94385397641749
"mmu.miR.146b.001097",0.149381410521208,0.885303321847013,5,5,1.05491055542059,1.01287984811238
"mmu.miR.148a.000470",-0.0153341393471177,0.988211242827357,5,5,0.99572246081711,0.935397479689113
"mmu.miR.148b.000471",-0.277745049755814,0.79923784075234,2,4,0.852195085985573,1.4272867124387
"mmu.miR.151.3p.001190",-1.04948830525769,0.360406918235145,5,4,0.508286756115839,0.56821333619574
"mmu.miR.152.000475",0.123400270967302,0.904913401139907,5,5,1.05337820754083,1.11832928810979
"mmu.miR.155.002571",0.517620601080374,0.625101397537926,5,5,1.24559034849458,0.960222761953452
"mmu.miR.15b.000390",-0.52374280848824,0.620006410618797,5,5,0.910650422230919,0.947804914723549
"mmu.miR.16.000391",-1.08541204238365,0.318865773002853,5,5,0.794722750230787,0.738663321444393
"mmu.miR.17.002308",-1.37893128221385,0.216622161060963,5,5,0.686397011273363,0.587019627496074
"mmu.miR.181a.000480",-1.65605611387356,0.171779794078672,5,5,0.468520243016918,0.56632881738148
"mmu.miR.181c.000482",-1.48369284587564,0.192908302130173,5,5,0.464192643807839,0.470517940905419
"mmu.miR.182.002599",-1.21635600120912,0.284521696526771,5,5,0.775444201940564,0.819945682954664
"mmu.miR.183.002269",-0.412687257613344,0.691216558698304,5,5,0.870470656466601,0.886561391763991
"mmu.miR.186.002285",1.39444644027123,0.205515793744219,5,5,1.68322516229806,1.53450127822749
"mmu.miR.188.5p.002320",-1.55020975441232,0.189567546825616,5,4,0.49764008222497,0.475036337295253
"mmu.miR.18a.002422",-1.68413462988038,0.130809476254902,5,5,0.6577159904216,0.589239418326908
"mmu.miR.191.002299",-0.956406516179622,0.370061489276571,5,5,0.804617847713665,0.806518564523175
"mmu.miR.192.000491",-0.689916726821485,0.510180131882207,5,5,0.859219014871217,0.857546761001615
"mmu.miR.193b.002467",-0.833321697334101,0.428841731341232,5,5,0.820850193640277,0.790610515008715
"mmu.miR.194.000493",-0.398269243836958,0.704259773426148,5,5,0.92696859528018,0.949475478839123
"mmu.miR.195.000494",-2.02305743661905,0.0778597587122236,5,5,0.683267893640026,0.657108380546391
"mmu.miR.196b.002215",0.428533791572038,0.683804801795308,5,5,1.19464694671636,1.00384564089388
"mmu.miR.19a.000395",-0.559645213190584,0.591442133040408,5,5,0.832671625938731,0.787775168192409
"mmu.miR.19b.000396",-1.87875741142679,0.1190016936323,5,5,0.780198794566612,0.751949586626003
"mmu.miR.200a.000502",0.083036779008472,0.935965609359498,5,5,1.01687300129613,1.01035903188978
"mmu.miR.200b.002251",-1.47466283781527,0.181512403656456,5,5,0.720776244284579,0.688718171265634
"mmu.miR.200c.002300",-0.243895899990947,0.815302298191409,5,5,0.92209433279264,0.795732620143256
"mmu.miR.203.000507",-0.807934158021882,0.442526858689945,5,5,0.87740434873257,0.873119390546295
"mmu.miR.205.000509",-2.22122426681211,0.0668620182666146,5,5,0.632830872654375,0.642079146109833
"mmu.miR.20a.000580",-0.439326166157081,0.673757563546238,5,5,0.953663458976179,0.943804167372539
"mmu.miR.20b.001014",-0.203396812966628,0.845667238798949,5,5,0.953355801943919,0.855477518329765
"mmu.miR.21.000397",-0.166544664266311,0.872700331356408,5,5,0.941784488223743,0.994180317674194
"mmu.miR.215.001200",-0.846611772583295,0.421833331120274,5,5,0.845271641018891,0.836335580794897
"mmu.miR.218.000521",-0.354701018641527,0.732685236852936,5,5,0.925999738260984,0.936302650354372
"mmu.miR.222.002276",0.475338773698105,0.655375457233333,5,5,1.15917732798442,0.954854518929706
"mmu.miR.224.002553",-1.96997521692712,0.100107671023688,5,5,0.539690522669736,0.553762263036369
"mmu.miR.23b.000400",-0.308667703575053,0.769685377345877,5,5,0.867005584883319,1.13073467835938
"mmu.miR.24.000402",0.535519137012981,0.60708524699857,5,5,1.08974573446876,1.10173545214507
"mmu.miR.25.000403",0.273736380892587,0.794469690825147,5,5,1.17885256386195,0.891607369877588
"mmu.miR.26a.000405",-0.446903788109124,0.667922706251476,5,5,0.936785099058012,0.921914105739647
"mmu.miR.26b.000407",-0.234549672619314,0.820730390808861,5,5,0.933907068546859,0.867495300239829
"mmu.miR.27a.000408",-0.921814143305442,0.385817859501002,5,5,0.65452744327102,0.442372267960196
"mmu.miR.27b.000409",0.460346161128599,0.660752969974738,5,5,1.1110794790623,1.07127349582092
"mmu.miR.28.000411",-0.312064528305541,0.76399655990448,5,5,0.896918326027649,0.907994615881574
"mmu.miR.29a.002112",-1.00048261110495,0.373693200206827,5,5,0.011565031662304,0.277019386260374
"mmu.miR.29b.000413",0.382786360196304,0.711848374741615,5,5,1.20550618402248,1.52537528407389
"mmu.miR.29c.000587",-1.17661823656097,0.274623456813211,5,5,0.791816749815884,0.76348697340348
"mmu.miR.301a.000528",0.0864875346368372,0.934625949851113,5,5,1.02428644701388,1.17471749361907
"mmu.miR.301b.002600",-0.865621319560771,0.417116370502149,5,5,0.807958577803225,0.730562115374462
"mmu.miR.30a.000417",-2.68163758706964,0.0283789915207137,5,5,0.658594163308936,0.637204803234616
"mmu.miR.30b.000602",-0.816679548240655,0.437889368312462,5,5,0.897461032410325,0.897858029233831
"mmu.miR.30c.000419",-0.460504147447822,0.65897932444673,5,5,0.926625849244281,0.904498770507318
"mmu.miR.30d.000420",-1.13254015557838,0.295001475604226,5,5,0.705568694809903,0.634570714595635
"mmu.miR.30e.002223",-0.0715699589162376,0.945099904402967,5,5,0.982699517768574,0.894295577552341
"mmu.miR.31.000185",0.226870622971011,0.82656438389152,5,5,1.07729083869173,0.990516592063583
"mmu.miR.320.002277",-0.216602106381039,0.834222814238661,5,5,0.964478700960505,0.977398941328471
"mmu.miR.322.001076",0.081870735425006,0.941532387882528,2,4,1.09212481206341,1.32569874528493
"mmu.miR.324.5p.000539",-0.750006992981799,0.531009642767156,3,3,0.396711292992548,0.840027386988216
"mmu.miR.328.000543",-0.361358876167544,0.733463685364919,5,5,0.907689881826644,0.813156444807892
"mmu.miR.331.3p.000545",-0.68991734785176,0.510901544412851,5,5,0.888620877688947,0.898335746577301
"mmu.miR.340.3p.002259",-0.437082808909606,0.67646995303272,5,5,0.834019571389224,0.924065131384462
"mmu.miR.340.5p.002258",0.0959474381940789,0.934730898993376,2,5,1.07955469034555,0.996820210945154
"mmu.miR.342.3p.002260",-0.671619201809822,0.520744659701489,5,5,0.773377086950087,0.71529935619466
"mmu.miR.34b.3p.002618",1.43181310332947,0.379686392809836,2,4,4.39040909798549,4.84542889982598
"mmu.miR.365.001020",-1.49679158303993,0.178930821610794,5,5,0.583705286224748,0.599573800474781
"mmu.miR.375.000564",-0.218785596275361,0.832832026227947,5,5,0.972216050501548,0.982188779900205
